fecha_scoring,codigo_punto,fecha_corte,nombre_punto,estado_actual,estado_actual_norm,segmento_operativo,departamento,municipio,red_cb,probabilidad_riesgo_90d,probabilidad_riesgo_90d_raw,nivel_modelo,nivel_riesgo_reglas,nivel_alerta_final,ranking_global,ranking_segmento,flag_top500_preventivo,flag_nuevo_top500_preventivo,perdida_esperada_modelo,saldo_expuesto,dias_sin_compensar,dias_sin_transacciones,consumo_cupo_punto,consumo_cupo_visual,score_riesgo_reglas,motivo_alerta,accion_recomendada,accion_final_produccion
2026-05-02,72275,2026-04-30,BARRIO SUEVA JUNIN,ACTIVO,ACTIVO,PREVENTIVO,CUNDINAMARCA,JUNÍN,REDEBAN,0.041755178781226705,0.7376931616793423,Medio,Bajo,Crítico,5536,115,1,0,615810.3455318065,14748119.0,3.0,0.0,0.9832079333333333,0.9832079333333333,35.0,"consumo cupo 98% | saldo expuesto $14,748,119",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,66836,2026-04-30,BARRIO VISTA HERMOSA BOGOTA 1,ACTIVO,ACTIVO,PREVENTIVO,CUNDINAMARCA,BOGOTÁ,REDEBAN,0.013873443773349921,0.4536150851245574,Bajo,Bajo,Crítico,5538,116,1,0,615317.225733507,44352162.0,22.0,0.0,0.9856036,0.9856036,35.0,"consumo cupo 99% | saldo expuesto $44,352,162",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,57370,2026-04-30,BARRIO CALICANTO POPAYAN,ACTIVO,ACTIVO,PREVENTIVO,CAUCA,POPAYÁN,REDEBAN,0.0616197432065408,0.8140597139133662,Alto,Bajo,Crítico,5539,117,1,0,613147.2547766842,9950500.0,2.0,0.0,0.99505,0.99505,35.0,"consumo cupo 100% | saldo expuesto $9,950,500",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,57788,2026-04-30,BARRIO CANTACLARO MONTERIA 3,ACTIVO,ACTIVO,PREVENTIVO,CÓRDOBA,MONTERÍA,REDEBAN,0.0607693823665583,0.8116295488736314,Alto,Bajo,Crítico,5545,118,1,0,607255.1696020712,9992781.66,2.0,1.0,0.999278166,0.999278166,35.0,"consumo cupo 100% | saldo expuesto $9,992,782",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,47381,2026-04-30,BARRIO UNIVERSITARIO SOGAMOSO 3,ACTIVO,ACTIVO,PREVENTIVO,BOYACÁ,SOGAMOSO,REDEBAN,0.016257939923330182,0.49692691196025224,Bajo,Bajo,Crítico,5546,119,1,0,606319.7095950942,37293760.0,22.0,0.0,0.9814147368421052,0.9814147368421052,35.0,"consumo cupo 98% | saldo expuesto $37,293,760",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,55060,2026-04-30,BARRIO CENTRO SANTA MARIA 4,ACTIVO,ACTIVO,PREVENTIVO,HUILA,SANTA MARÍA,REDEBAN,0.017881070297348565,0.5230310483384025,Bajo,Bajo,Crítico,5547,120,1,0,605282.11511725,33850441.0,11.0,1.0,0.9956012058823529,0.9956012058823529,35.0,"consumo cupo 100% | saldo expuesto $33,850,441",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,67270,2026-04-30,BARRIO CIUDAD JARDIN HATO SEGUNDO SECTOR FUNZA,ACTIVO,ACTIVO,PREVENTIVO,CUNDINAMARCA,FUNZA,REDEBAN,0.017491320976737747,0.5169878599968584,Bajo,Bajo,Crítico,5548,121,1,0,604646.0005382864,34568344.0,16.0,0.0,0.9876669714285714,0.9876669714285714,35.0,"consumo cupo 99% | saldo expuesto $34,568,344",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,70834,2026-04-30,ACACIAS META CENTRO,ACTIVO,ACTIVO,PREVENTIVO,META,ACACÍAS,REDEBAN,0.041141595288524166,0.7344552353856905,Medio,Bajo,Crítico,5551,122,1,0,601105.4492022756,14610650.0,9.0,2.0,0.9740433333333334,0.9740433333333334,35.0,"consumo cupo 97% | saldo expuesto $14,610,650",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,54571,2026-04-30,BARRIO LA LIBERTAD CUCUTA 13,ACTIVO,ACTIVO,PREVENTIVO,NORTE DE SANTANDER,CÚCUTA,REDEBAN,0.05544822814774274,0.7950503084944224,Medio,Bajo,Crítico,5552,123,1,0,600987.4867001333,10838714.0,8.0,0.0,0.7225809333333333,0.7225809333333333,25.0,"consumo cupo 72% | saldo expuesto $10,838,714",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,41139,2026-04-30,BARRIO PORTIN DEL TEJAR BUCARAMANGA,ACTIVO,ACTIVO,PREVENTIVO,SANTANDER,BUCARAMANGA,REDEBAN,0.01755169414301871,0.5179329417498739,Bajo,Bajo,Crítico,5553,124,1,0,600951.9467636875,34238971.0,3.0,0.0,0.9782563142857142,0.9782563142857142,35.0,"consumo cupo 98% | saldo expuesto $34,238,971",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,66134,2026-04-30,BARRIO CENTRO SANTA ROSA DE VITERBO 8,ACTIVO,ACTIVO,PREVENTIVO,BOYACÁ,SANTA ROSA DE VITERBO,REDEBAN,0.041035177688928066,0.7338863493497201,Medio,Bajo,Crítico,5556,125,1,0,597680.2355016755,14565070.0,2.0,0.0,0.9710046666666666,0.9710046666666666,35.0,"consumo cupo 97% | saldo expuesto $14,565,070",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,67294,2026-04-30,BARRIO ALTAMIRA PALMIRA 1,ACTIVO,ACTIVO,PREVENTIVO,VALLE DEL CAUCA,PALMIRA,REDEBAN,0.01815913757483568,0.5272601255233599,Bajo,Bajo,Crítico,5558,126,1,0,595054.7453663821,32768888.0,9.0,0.0,0.9637908235294118,0.9637908235294118,35.0,"consumo cupo 96% | saldo expuesto $32,768,888",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,10566,2026-04-30,TOLEDO - NORTE DE SANTANDER,ACTIVO,ACTIVO,PREVENTIVO,NORTE DE SANTANDER,TOLEDO,REDEBAN,0.013587762918167063,0.4479783188536419,Bajo,Bajo,Crítico,5561,127,1,0,591961.0271858192,43565745.94,21.0,0.0,0.9681276875555554,0.9681276875555554,35.0,"consumo cupo 97% | saldo expuesto $43,565,746",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,76757,2026-04-30,BARRIO GRANADILLO BARRANQUILLA,ACTIVO,ACTIVO,PREVENTIVO,ATLÁNTICO,BARRANQUILLA,REDEBAN,0.0846366371314332,0.8636494073414276,Alto,Bajo,Crítico,5562,128,1,0,591440.8202744552,6988000.0,14.0,0.0,0.9982857142857143,0.9982857142857143,35.0,"consumo cupo 100% | saldo expuesto $6,988,000",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,68126,2026-04-30,BARRIO NIÑOS DIOS LA UNION,ACTIVO,ACTIVO,PREVENTIVO,NARIÑO,LA UNIÓN,REDEBAN,0.040838200276600685,0.7328275539233097,Medio,Alto,Crítico,5563,129,1,0,591210.3373933191,14476895.0,31.0,0.0,0.9651263333333333,0.9651263333333333,65.0,"31 días sin compensar | consumo cupo 97% | saldo expuesto $14,476,895",Contacto el mismo día + seguimiento de compensación,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,21248,2026-04-30,BARRIO CENTRO LVII - MEDELLÍN,ACTIVO,ACTIVO,PREVENTIVO,ANTIOQUIA,MEDELLÍN,WOMPI,0.042156996548733096,0.739775399841823,Medio,Bajo,Crítico,5565,130,1,0,588288.8341522571,13954714.1,23.0,1.0,0.9303142733333333,0.9303142733333333,35.0,"consumo cupo 93% | saldo expuesto $13,954,714",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,79597,2026-04-30,BARRIO LA VICTORIA BARRANQUILLA  2,ACTIVO,ACTIVO,PREVENTIVO,ATLÁNTICO,BARRANQUILLA,REDEBAN,0.17446943992032724,0.9392379341058206,Crítico,Bajo,Crítico,5570,131,1,0,582868.3772330289,3340805.0,17.0,3.0,0.9545157142857142,0.9545157142857142,35.0,"consumo cupo 95% | saldo expuesto $3,340,805",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,76380,2026-04-30,BARRIO CAÑAVERAL ISNOS,ACTIVO,ACTIVO,PREVENTIVO,HUILA,ISNOS,REDEBAN,0.058199249770175904,0.8039310908026661,Medio,Bajo,Crítico,5572,132,1,0,577919.0158118448,9930008.0,7.0,0.0,0.9930008,0.9930008,35.0,"consumo cupo 99% | saldo expuesto $9,930,008",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,79202,2026-04-30,BARRIO OLIMPICO VILLAVICENCIO 4,ACTIVO,ACTIVO,PREVENTIVO,META,VILLAVICENCIO,REDEBAN,0.09502149716731224,0.8790171540292543,Crítico,Bajo,Crítico,5574,133,1,0,572810.3946324378,6028219.0,27.0,1.0,0.8611741428571429,0.8611741428571429,25.0,"consumo cupo 86% | saldo expuesto $6,028,219",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,63572,2026-04-30,BARRIO PROGRESO VILLANUEVA 3,ACTIVO,ACTIVO,PREVENTIVO,CASANARE,VILLANUEVA,REDEBAN,0.03822630444214878,0.7180382297431631,Medio,Bajo,Crítico,5575,134,1,0,572721.4778636143,14982392.0,3.0,1.0,0.9988261333333334,0.9988261333333334,35.0,"consumo cupo 100% | saldo expuesto $14,982,392",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,29422,2026-04-30,BARRIO CENTRICO PUERTO LÓPEZ,ACTIVO,ACTIVO,PREVENTIVO,META,PUERTO LÓPEZ,REDEBAN,0.016563282322241316,0.502030859357328,Bajo,Bajo,Crítico,5577,135,1,0,570460.8760653159,34441294.0,2.0,0.0,0.9308457837837838,0.9308457837837838,35.0,"consumo cupo 93% | saldo expuesto $34,441,294",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,39812,2026-04-30,BARRIO CERROS DEL CAMPESTRE FLORIDABLANCA 1,ACTIVO,ACTIVO,PREVENTIVO,SANTANDER,FLORIDABLANCA,REDEBAN,0.014683200802330371,0.46904795736314275,Bajo,Bajo,Crítico,5578,136,1,0,569329.1492939945,38774185.34,8.0,1.0,0.9693546335000001,0.9693546335000001,35.0,"consumo cupo 97% | saldo expuesto $38,774,185",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,28152,2026-04-30,BARRIO LEON XIII SECTOR 3 SOACHA,ACTIVO,ACTIVO,PREVENTIVO,CUNDINAMARCA,SOACHA,REDEBAN,0.035646140776045734,0.7019165224872511,Medio,Bajo,Crítico,5579,137,1,0,565291.4718056592,15858420.0,24.0,2.0,0.528614,0.528614,10.0,"saldo expuesto $15,858,420",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,77476,2026-04-30,BARRIO 1 DE DICIEMBRE  SABANALARGA,ACTIVO,ACTIVO,PREVENTIVO,ATLÁNTICO,SABANALARGA,REDEBAN,0.09909050691415854,0.8842463228504384,Crítico,Bajo,Crítico,5580,138,1,0,563137.4944045916,5683062.0,3.0,1.0,0.811866,0.811866,25.0,"consumo cupo 81% | saldo expuesto $5,683,062",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,82643,2026-04-30,BARRIO JUAN DE AMPUDIA CENTRO JAMUNDI,ACTIVO,ACTIVO,PREVENTIVO,VALLE DEL CAUCA,JAMUNDÍ,WOMPI,0.1608411679230064,0.9329339857544781,Crítico,Bajo,Crítico,5581,139,1,0,561409.8238297049,3490461.0,17.0,10.0,0.9972745714285715,0.9972745714285715,35.0,"consumo cupo 100% | saldo expuesto $3,490,461",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,54280,2026-04-30,BARRIO NUEVA FLORESTA CALI 7,ACTIVO,ACTIVO,PREVENTIVO,VALLE DEL CAUCA,CALI,REDEBAN,0.0574933175792573,0.8017182509545014,Medio,Bajo,Crítico,5582,140,1,0,558469.3893705768,9713640.0,27.0,0.0,0.971364,0.971364,35.0,"consumo cupo 97% | saldo expuesto $9,713,640",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,66563,2026-04-30,BARRIO LOS EBANOS MONTERIA,ACTIVO,ACTIVO,PREVENTIVO,CÓRDOBA,MONTERÍA,WOMPI,0.023772209235448944,0.6001323632330547,Bajo,Bajo,Crítico,5583,141,1,0,558157.3928065331,23479407.71,17.0,0.0,0.869607692962963,0.869607692962963,25.0,"consumo cupo 87% | saldo expuesto $23,479,408",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,80942,2026-04-30,BARRIO CALLEJON CUCUTA 23,ACTIVO,ACTIVO,PREVENTIVO,NORTE DE SANTANDER,CÚCUTA,REDEBAN,0.08231613277335427,0.8597484926704158,Alto,Bajo,Crítico,5584,142,1,0,555938.2189630044,6753697.0,3.0,2.0,0.9648138571428572,0.9648138571428572,35.0,"consumo cupo 96% | saldo expuesto $6,753,697",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,37380,2026-04-30,BARRIO SANTA CRUZ MEDELLIN 2,ACTIVO,ACTIVO,PREVENTIVO,ANTIOQUIA,MEDELLÍN,REDEBAN,0.016039346875887307,0.49321512776422993,Bajo,Alto,Crítico,5587,143,1,0,551825.5973160367,34404493.0,30.0,0.0,0.9829855142857142,0.9829855142857142,65.0,"30 días sin compensar | consumo cupo 98% | saldo expuesto $34,404,493",Contacto el mismo día + seguimiento de compensación,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,43158,2026-04-30,BARRIO CENTRO MONGUI 2,ACTIVO,ACTIVO,PREVENTIVO,BOYACÁ,MONGUÍ,REDEBAN,0.02001933024468115,0.5539011267766845,Bajo,Bajo,Crítico,5588,144,1,0,551263.9288677425,27536582.0,8.0,0.0,0.9178860666666666,0.9178860666666666,35.0,"consumo cupo 92% | saldo expuesto $27,536,582",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,82013,2026-04-30,BARRIO LA ESPAÑOLA MONTERIA,ACTIVO,ACTIVO,PREVENTIVO,CÓRDOBA,MONTERÍA,WOMPI,0.08008197846023374,0.8558057771314387,Alto,Bajo,Crítico,5589,145,1,0,550970.8988565557,6880086.0,9.0,0.0,0.9828694285714286,0.9828694285714286,35.0,"consumo cupo 98% | saldo expuesto $6,880,086",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,52895,2026-04-30,BARRIO EL BOSQUE CUCUTA 1,ACTIVO,ACTIVO,PREVENTIVO,NORTE DE SANTANDER,CÚCUTA,WOMPI,0.017254684928493625,0.5132512810061657,Bajo,Bajo,Crítico,5592,146,1,0,550341.2564457513,31895178.54,17.0,1.0,0.996724329375,0.996724329375,35.0,"consumo cupo 100% | saldo expuesto $31,895,179",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,75659,2026-04-30,BARRIO COLINAS MANIZALES,ACTIVO,ACTIVO,PREVENTIVO,CALDAS,MANIZALES,REDEBAN,0.05912652183086838,0.8067719314753505,Medio,Bajo,Crítico,5595,147,1,0,549130.6537011359,9287383.0,8.0,2.0,0.9287383,0.9287383,35.0,"consumo cupo 93% | saldo expuesto $9,287,383",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,11010,2026-04-30,ZARZAL II - VALLE DEL CAUCA,ACTIVO,ACTIVO,PREVENTIVO,VALLE DEL CAUCA,ZARZAL,REDEBAN,0.013636063595314893,0.44893859592817786,Bajo,Bajo,Crítico,5596,148,1,0,545204.171784886,39982519.0,2.0,1.0,0.999562975,0.999562975,35.0,"consumo cupo 100% | saldo expuesto $39,982,519",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,69653,2026-04-30,BARRIO CHICALA BOGOTA,ACTIVO,ACTIVO,PREVENTIVO,CUNDINAMARCA,BOGOTÁ,REDEBAN,0.036246366529979576,0.7058128341970327,Medio,Bajo,Crítico,5597,149,1,0,544842.8045519307,15031653.01,7.0,2.0,0.48489203258064517,0.48489203258064517,10.0,"saldo expuesto $15,031,653",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,79412,2026-04-30,BARRIO CENTRO SAN MARCOS 5,ACTIVO,ACTIVO,PREVENTIVO,SUCRE,SAN MARCOS,REDEBAN,0.05410758443415309,0.7904592458514086,Medio,Bajo,Crítico,5601,150,1,0,540931.5935214295,9997334.0,1.0,0.0,0.9997334,0.9997334,35.0,"consumo cupo 100% | saldo expuesto $9,997,334",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,70905,2026-04-30,	VILLATINA,ACTIVO,ACTIVO,PREVENTIVO,ANTIOQUIA,MEDELLÍN,WOMPI,0.054138002695661394,0.7905654389025591,Medio,Bajo,Crítico,5602,151,1,0,540848.3917701426,9990180.0,13.0,0.0,0.999018,0.999018,35.0,"consumo cupo 100% | saldo expuesto $9,990,180",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,74534,2026-04-30,BARRIO CASCO URBANO GIGANTE,ACTIVO,ACTIVO,PREVENTIVO,HUILA,GIGANTE,REDEBAN,0.027984046144562534,0.6426127237689208,Bajo,Bajo,Crítico,5603,152,1,0,538303.0425359888,19236069.0,8.0,3.0,2.7480098571428573,2.7480098571428573,35.0,"consumo cupo 275% | saldo expuesto $19,236,069",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,66051,2026-04-30,BARRIO CENTRO ASTREA 4,ACTIVO,ACTIVO,PREVENTIVO,CESAR,ASTREA,REDEBAN,0.042390712267523695,0.7409729230471424,Medio,Bajo,Crítico,5606,153,1,0,535551.2448392282,12633693.0,6.0,0.0,0.8422462,0.8422462,25.0,"consumo cupo 84% | saldo expuesto $12,633,693",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,66076,2026-04-30,BARRIO CADILLAL POPAYAN 4,ACTIVO,ACTIVO,PREVENTIVO,CAUCA,POPAYÁN,WOMPI,0.012640679195370727,0.4285300120863462,Bajo,Bajo,Crítico,5607,154,1,0,534790.6936780151,42307117.0,1.0,0.0,0.9401581555555556,0.9401581555555556,35.0,"consumo cupo 94% | saldo expuesto $42,307,117",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,33431,2026-04-30,BARRIO AV NAPOLES PUERTO TRIUNFO,ACTIVO,ACTIVO,PREVENTIVO,ANTIOQUIA,PUERTO TRIUNFO,REDEBAN,0.012466201003143456,0.42481400655219015,Bajo,Bajo,Crítico,5608,155,1,0,534765.7917195337,42897254.07,25.0,0.0,0.9532723126666667,0.9532723126666667,35.0,"consumo cupo 95% | saldo expuesto $42,897,254",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,67198,2026-04-30,BARRIO CENTRO SABANALARGA 15,ACTIVO,ACTIVO,PREVENTIVO,ATLÁNTICO,SABANALARGA,REDEBAN,0.019830973521863998,0.5513275556035636,Bajo,Bajo,Crítico,5609,156,1,0,534597.5538961942,26957706.0,1.0,0.0,0.8985902,0.8985902,25.0,"consumo cupo 90% | saldo expuesto $26,957,706",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,78518,2026-04-30,BARRIO EL BOSQUE CUCUTA  4,ACTIVO,ACTIVO,PREVENTIVO,NORTE DE SANTANDER,CÚCUTA,REDEBAN,0.07600287274112093,0.8480884056445258,Alto,Crítico,Crítico,5611,157,1,0,532020.1091878465,7000000.0,999.0,6.0,1.0,1.0,80.0,"999 días sin compensar | consumo cupo 100% | saldo expuesto $7,000,000",Bloqueo/validación inmediata + gestión prioritaria,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,77995,2026-04-30,BARRIO CENTRO BARRANQUILLA 53,ACTIVO,ACTIVO,PREVENTIVO,ATLÁNTICO,BARRANQUILLA,REDEBAN,0.0755606321530758,0.8472083869937377,Alto,Bajo,Crítico,5613,158,1,0,525834.7508227914,6959110.0,9.0,1.0,0.9941585714285714,0.9941585714285714,35.0,"consumo cupo 99% | saldo expuesto $6,959,110",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,51085,2026-04-30,BARRIO NOCAIMA NOCAIMA,ACTIVO,ACTIVO,PREVENTIVO,CUNDINAMARCA,NOCAIMA,REDEBAN,0.04046058245251205,0.7307764808240403,Medio,Bajo,Crítico,5617,159,1,0,523471.6114840121,12937817.0,22.0,2.0,1.5705395009381733,1.5705395009381733,35.0,"consumo cupo 157% | saldo expuesto $12,937,817",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,77929,2026-04-30,BARRIO 	CUBIS SEC DIVINO NIÑO ISTMINA CHOCO ISTMINA,ACTIVO,ACTIVO,PREVENTIVO,CHOCÓ,ISTMINA,REDEBAN,0.055133018621398064,0.7939870570513616,Medio,Bajo,Crítico,5618,160,1,0,523157.2136984462,9489000.0,7.0,0.0,0.9489,0.9489,35.0,"consumo cupo 95% | saldo expuesto $9,489,000",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,39660,2026-04-30,BARRIO LA CASTELLANA MONTERIA,ACTIVO,ACTIVO,PREVENTIVO,CÓRDOBA,MONTERÍA,REDEBAN,0.052882067663185976,0.7860996833300561,Medio,Bajo,Crítico,5622,161,1,0,520337.96992214344,9839592.0,9.0,0.0,0.9839592,0.9839592,35.0,"consumo cupo 98% | saldo expuesto $9,839,592",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,62469,2026-04-30,BARRIO PARQUES DE LA ITALIA PALMIRA 3,ACTIVO,ACTIVO,PREVENTIVO,VALLE DEL CAUCA,PALMIRA,REDEBAN,0.016249012210135753,0.496776270979402,Bajo,Bajo,Crítico,5623,162,1,0,520285.8314268813,32019536.0,23.0,0.0,0.8653928648648649,0.8653928648648649,25.0,"consumo cupo 87% | saldo expuesto $32,019,536",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,71962,2026-04-30,GUADALAJARA DE BUGA CENTRO CORR EL VINCULO,ACTIVO,ACTIVO,PREVENTIVO,VALLE DEL CAUCA,GUADALAJARA DE BUGA,REDEBAN,0.057477413675513477,0.8016678876826159,Medio,Bajo,Crítico,5625,163,1,0,515091.4871491329,8961633.0,4.0,0.0,0.8961633,0.8961633,25.0,"consumo cupo 90% | saldo expuesto $8,961,633",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,62253,2026-04-30,BARRIO OLAYA OLAYA,ACTIVO,ACTIVO,PREVENTIVO,ANTIOQUIA,OLAYA,REDEBAN,0.01936403201297179,0.5448309529648566,Bajo,Bajo,Crítico,5627,164,1,0,513682.167008751,26527645.0,3.0,0.0,0.7169633783783784,0.7169633783783784,25.0,"consumo cupo 72% | saldo expuesto $26,527,645",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,30812,2026-04-30,BARRIO 	CADIZ 4,ACTIVO,ACTIVO,PREVENTIVO,TOLIMA,IBAGUÉ,REDEBAN,0.01651894021278853,0.5012954309297061,Bajo,Bajo,Crítico,5628,165,1,0,513168.5590174746,31065465.0,8.0,1.0,0.8175122368421053,0.8175122368421053,25.0,"consumo cupo 82% | saldo expuesto $31,065,465",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,80778,2026-04-30,BARRIO FELIDIA CALI,ACTIVO,ACTIVO,PREVENTIVO,VALLE DEL CAUCA,CALI,REDEBAN,0.07537955998746479,0.8468454948215471,Alto,Alto,Crítico,5629,166,1,0,512546.50141358515,6799542.23,49.0,0.0,0.9713631757142858,0.9713631757142858,65.0,"49 días sin compensar | consumo cupo 97% | saldo expuesto $6,799,542",Contacto el mismo día + seguimiento de compensación,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,74120,2026-04-30,BARRIO CENTRO PAMPLONA 22,ACTIVO,ACTIVO,PREVENTIVO,NORTE DE SANTANDER,PAMPLONA,WOMPI,0.0806873787976079,0.856893031827648,Alto,Bajo,Crítico,5630,167,1,0,509649.56369351305,6316348.0,17.0,0.0,0.9023354285714286,0.9023354285714286,35.0,"consumo cupo 90% | saldo expuesto $6,316,348",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,31924,2026-04-30,BARRIO CENTRO 2 ORTEGA,ACTIVO,ACTIVO,PREVENTIVO,TOLIMA,ORTEGA,REDEBAN,0.011908807010331104,0.41265086747218516,Bajo,Bajo,Crítico,5633,168,1,0,502623.0729516136,42205997.0,22.0,0.0,0.9930822823529412,0.9930822823529412,35.0,"consumo cupo 99% | saldo expuesto $42,205,997",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,26847,2026-04-30,BARRIO SUBA LISBOA BOGOTA,ACTIVO,ACTIVO,PREVENTIVO,CUNDINAMARCA,BOGOTÁ,REDEBAN,0.03460751759048304,0.6949505380212536,Medio,Alto,Crítico,5634,169,1,0,500661.59281629167,14466845.0,48.0,0.0,0.9041778125,0.9041778125,65.0,"48 días sin compensar | consumo cupo 90% | saldo expuesto $14,466,845",Contacto el mismo día + seguimiento de compensación,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
