fecha_scoring,codigo_punto,fecha_corte,nombre_punto,estado_actual,estado_actual_norm,segmento_operativo,departamento,municipio,red_cb,probabilidad_riesgo_90d,probabilidad_riesgo_90d_raw,nivel_modelo,nivel_riesgo_reglas,nivel_alerta_final,ranking_global,ranking_segmento,flag_top500_preventivo,flag_nuevo_top500_preventivo,perdida_esperada_modelo,saldo_expuesto,dias_sin_compensar,dias_sin_transacciones,consumo_cupo_punto,consumo_cupo_visual,score_riesgo_reglas,motivo_alerta,accion_recomendada,accion_final_produccion
2026-05-02,47277,2026-04-30,BARRIO PANQUIACO BAHIA SOLANO 1,ACTIVO,ACTIVO,PREVENTIVO,CHOCÓ,BAHÍA SOLANO,REDEBAN,0.11583393561190958,0.9022086037235834,Crítico,Bajo,Crítico,5137,53,1,0,1305804.0645285496,11273070.0,2.0,7.0,0.751538,0.751538,25.0,"consumo cupo 75% | saldo expuesto $11,273,070",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,23387,2026-04-30,CORREGIMIENTO COCONUCO - PURACÉ,ACTIVO,ACTIVO,PREVENTIVO,CAUCA,PURACÉ,REDEBAN,0.04585556491005276,0.7576309307485172,Medio,Bajo,Crítico,5157,54,1,0,1267028.4191171909,27630854.0,3.0,2.0,0.9210284666666667,0.9210284666666667,35.0,"consumo cupo 92% | saldo expuesto $27,630,854",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,46297,2026-04-30,BARRIO TORREON DE SANTA ANA IBAGUE,ACTIVO,ACTIVO,PREVENTIVO,TOLIMA,IBAGUÉ,WOMPI,0.03402456834731032,0.6909109261084027,Medio,Bajo,Crítico,5277,55,1,0,1085702.303333372,31909363.03,3.0,0.0,0.9971675946875,0.9971675946875,35.0,"consumo cupo 100% | saldo expuesto $31,909,363",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,22966,2026-04-30,BARRIO ULPIANO LLOREDA - CALI,ACTIVO,ACTIVO,PREVENTIVO,VALLE DEL CAUCA,CALI,REDEBAN,0.0355299787264685,0.7011517176372398,Medio,Bajo,Crítico,5295,56,1,0,1060895.430088453,29859163.11,24.0,0.0,0.96319881,0.96319881,35.0,"consumo cupo 96% | saldo expuesto $29,859,163",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,17867,2026-04-30,BARRIO CR MALAGANA SAGRADO CORAZON MAHATES,ACTIVO,ACTIVO,PREVENTIVO,BOLÍVAR,MAHATES,REDEBAN,0.05124680370165854,0.7800250528617422,Medio,Alto,Crítico,5308,57,1,0,1023851.3001412633,19978832.36,42.0,11.0,0.9989416179999999,0.9989416179999999,65.0,"42 días sin compensar | consumo cupo 100% | saldo expuesto $19,978,832",Contacto el mismo día + seguimiento de compensación,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,70573,2026-04-30,BARRIO LA CONSOLATA CARTAGENA DE INDIAS,ACTIVO,ACTIVO,PREVENTIVO,BOLÍVAR,CARTAGENA DE INDIAS,REDEBAN,0.02637354525288276,0.6273738350729003,Bajo,Bajo,Crítico,5316,58,1,0,1001892.1749577055,37988528.48,19.0,1.0,0.9996981178947367,0.9996981178947367,35.0,"consumo cupo 100% | saldo expuesto $37,988,528",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,54891,2026-04-30,BARRIO CALLEJON CUCUTA 9,ACTIVO,ACTIVO,PREVENTIVO,NORTE DE SANTANDER,CÚCUTA,REDEBAN,0.021697697490261653,0.5757085821427239,Bajo,Bajo,Crítico,5332,59,1,0,976305.5171046852,44995812.0,9.0,1.0,0.9999069333333334,0.9999069333333334,35.0,"consumo cupo 100% | saldo expuesto $44,995,812",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,70861,2026-04-30,BARRIO VERSALLES CALI 6,ACTIVO,ACTIVO,PREVENTIVO,VALLE DEL CAUCA,CALI,REDEBAN,0.04994231751051452,0.7749546088576902,Medio,Bajo,Crítico,5333,60,1,0,973897.3114068817,19500442.91,4.0,0.0,0.9750221455,0.9750221455,35.0,"consumo cupo 98% | saldo expuesto $19,500,443",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,65460,2026-04-30,BARRIO PORTALES DE ALICANTE CARTAGENA DE INDIAS,ACTIVO,ACTIVO,PREVENTIVO,BOLÍVAR,CARTAGENA DE INDIAS,REDEBAN,0.026878757714694772,0.6322787308835881,Bajo,Bajo,Crítico,5343,61,1,0,960868.87301943,35748262.0,3.0,0.0,0.9166221025641026,0.9166221025641026,35.0,"consumo cupo 92% | saldo expuesto $35,748,262",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,62604,2026-04-30,BARRIO CAMELLON ISTMINA 2,ACTIVO,ACTIVO,PREVENTIVO,CHOCÓ,ISTMINA,REDEBAN,0.13517000139701052,0.9177738745925456,Crítico,Bajo,Crítico,5354,62,1,0,939960.9706046951,6953917.0,10.0,7.0,0.9934167142857143,0.9934167142857143,35.0,"consumo cupo 99% | saldo expuesto $6,953,917",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,61581,2026-04-30,BARRIO LA CASTELLANA CHIGORODO,ACTIVO,ACTIVO,PREVENTIVO,ANTIOQUIA,CHIGORODÓ,REDEBAN,0.0873092635142521,0.8679146759123492,Alto,Bajo,Crítico,5359,63,1,0,934397.8822302152,10702162.0,0.0,0.0,0.7134774666666667,0.7134774666666667,25.0,"consumo cupo 71% | saldo expuesto $10,702,162",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,76287,2026-04-30,BARRIO QUINTAS DE AGUAS CLARAS VILLAVICENCIO,ACTIVO,ACTIVO,PREVENTIVO,META,VILLAVICENCIO,REDEBAN,0.13497779230002305,0.9176397832258915,Crítico,Bajo,Crítico,5368,64,1,0,927202.9486465483,6869300.0,23.0,0.0,0.9813285714285714,0.9813285714285714,35.0,"consumo cupo 98% | saldo expuesto $6,869,300",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,32971,2026-04-30,BARRIO EDMUNDO LOPEZ MONTERIA,ACTIVO,ACTIVO,PREVENTIVO,CÓRDOBA,MONTERÍA,REDEBAN,0.03964213340075914,0.7262324882506461,Medio,Bajo,Crítico,5369,65,1,0,926755.5496001927,23378044.27,1.0,0.0,0.9351217708,0.9351217708,35.0,"consumo cupo 94% | saldo expuesto $23,378,044",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,83079,2026-04-30,BARRIO CENTRO VILLA RICA 6,ACTIVO,ACTIVO,PREVENTIVO,CAUCA,VILLA RICA,WOMPI,0.09129969888346343,0.8738685626859372,Crítico,Bajo,Crítico,5378,66,1,0,912996.9888346343,10000000.0,11.0,10.0,1.0,1.0,35.0,"consumo cupo 100% | saldo expuesto $10,000,000",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,77601,2026-04-30,BARRIO LA FUENTE TUNJA 3,ACTIVO,ACTIVO,PREVENTIVO,BOYACÁ,TUNJA,REDEBAN,0.6041485348731531,0.9923985168715537,Crítico,Bajo,Crítico,5382,67,1,0,905876.0210507124,1499426.0,8.0,8.0,0.42840742857142855,0.42840742857142855,10.0,"saldo expuesto $1,499,426",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,33563,2026-04-30,BARRIO SUBA LOMBARDIA BOGOTA 1,ACTIVO,ACTIVO,PREVENTIVO,CUNDINAMARCA,BOGOTÁ,REDEBAN,0.030013469555114386,0.6602785564107172,Medio,Bajo,Crítico,5384,68,1,0,897142.5229168773,29891330.0,7.0,0.0,0.9642364516129033,0.9642364516129033,35.0,"consumo cupo 96% | saldo expuesto $29,891,330",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,68331,2026-04-30,JUAN 23 3,ACTIVO,ACTIVO,PREVENTIVO,ANTIOQUIA,MEDELLÍN,WOMPI,0.030688697171091215,0.6658107356722248,Medio,Bajo,Crítico,5387,69,1,0,889804.7626304354,28994543.42,24.0,0.0,0.9998118420689656,0.9998118420689656,35.0,"consumo cupo 100% | saldo expuesto $28,994,543",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,82023,2026-04-30,BARRIO SANTIAGO DE TUNJA TUNJA 1,ACTIVO,ACTIVO,PREVENTIVO,BOYACÁ,TUNJA,WOMPI,0.14679600973371582,0.9252649897339379,Crítico,Bajo,Crítico,5390,70,1,0,882511.921217396,6011825.0,22.0,4.0,1.7176642857142856,1.7176642857142856,35.0,"consumo cupo 172% | saldo expuesto $6,011,825",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,62165,2026-04-30,BARRIO LOS ABETOS PLANETA RICA 1,ACTIVO,ACTIVO,PREVENTIVO,CÓRDOBA,PLANETA RICA,REDEBAN,0.058160092558101756,0.8038094970175093,Medio,Bajo,Crítico,5399,71,1,0,866831.9779081625,14904240.0,3.0,0.0,0.993616,0.993616,35.0,"consumo cupo 99% | saldo expuesto $14,904,240",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,68673,2026-04-30,BARRIO RESTREPO BOGOTA  18,ACTIVO,ACTIVO,PREVENTIVO,CUNDINAMARCA,BOGOTÁ,REDEBAN,0.04801139633447546,0.7670551946706983,Medio,Bajo,Crítico,5402,72,1,0,862614.6604941861,17966873.0,2.0,1.0,0.71867492,0.71867492,25.0,"consumo cupo 72% | saldo expuesto $17,966,873",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,49567,2026-04-30,BARRIO BOSA SANTA FE BOGOTA 3,ACTIVO,ACTIVO,PREVENTIVO,CUNDINAMARCA,BOGOTÁ,REDEBAN,0.06019490785802156,0.8099557755505264,Alto,Bajo,Crítico,5406,73,1,0,858520.1217499595,14262338.0,2.0,0.0,0.4600754193548387,0.4600754193548387,10.0,"saldo expuesto $14,262,338",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,79562,2026-04-30,BARRIO CENTRO LA VICTORIA 2,ACTIVO,ACTIVO,PREVENTIVO,VALLE DEL CAUCA,LA VICTORIA,REDEBAN,0.0858788873490391,0.8656611407144978,Alto,Bajo,Crítico,5409,74,1,0,852179.0331677976,9923033.0,24.0,2.0,0.9923033,0.9923033,35.0,"consumo cupo 99% | saldo expuesto $9,923,033",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,65471,2026-04-30,BARRIO EL SOCORRO CERETE 1,ACTIVO,ACTIVO,PREVENTIVO,CÓRDOBA,CERETÉ,REDEBAN,0.033467544254168625,0.6869599587290465,Medio,Medio,Crítico,5410,75,1,0,850796.4316249328,25421537.51,46.0,0.0,0.7703496215151515,0.7703496215151515,55.0,"46 días sin compensar | consumo cupo 77% | saldo expuesto $25,421,538",Monitoreo y recordatorio preventivo,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,20750,2026-04-30,BARRIO TRIGAL DEL NORTE - CÚCUTA,ACTIVO,ACTIVO,PREVENTIVO,NORTE DE SANTANDER,CÚCUTA,REDEBAN,0.02024516238718012,0.5569518922752561,Bajo,Bajo,Crítico,5418,76,1,0,834989.7422839886,41243914.29,25.0,1.0,0.9373616884090908,0.9373616884090908,35.0,"consumo cupo 94% | saldo expuesto $41,243,914",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,54474,2026-04-30,BARRIO VALLE GRANDE CALI,ACTIVO,ACTIVO,PREVENTIVO,VALLE DEL CAUCA,CALI,WOMPI,0.08556825488095843,0.865162936041506,Alto,Bajo,Crítico,5424,77,1,0,826818.8362096491,9662682.0,28.0,0.0,0.9662682,0.9662682,35.0,"consumo cupo 97% | saldo expuesto $9,662,682",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,60358,2026-04-30,BARRIO MARALLA PEREIRA,ACTIVO,ACTIVO,PREVENTIVO,RISARALDA,PEREIRA,REDEBAN,0.023131688403974553,0.5928672643127632,Bajo,Bajo,Crítico,5430,78,1,0,816626.3925284042,35303363.0,9.0,0.0,0.9541449459459459,0.9541449459459459,35.0,"consumo cupo 95% | saldo expuesto $35,303,363",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,71771,2026-04-30,BARRIO EL PROGRESO HATO COROZAL 4,ACTIVO,ACTIVO,PREVENTIVO,CASANARE,HATO COROZAL,REDEBAN,0.05914695103244002,0.8068336968820647,Medio,Bajo,Crítico,5431,79,1,0,816254.6586695389,13800452.0,8.0,0.0,0.9200301333333334,0.9200301333333334,35.0,"consumo cupo 92% | saldo expuesto $13,800,452",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,47599,2026-04-30,BARRIO ACACIAS PUERTO CARREÑO 1,ACTIVO,ACTIVO,PREVENTIVO,VICHADA,PUERTO CARREÑO,REDEBAN,0.02015179219348942,0.5556951233335299,Bajo,Bajo,Crítico,5433,80,1,0,807685.080526172,40080062.0,2.0,0.0,0.8906680444444445,0.8906680444444445,25.0,"consumo cupo 89% | saldo expuesto $40,080,062",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,78316,2026-04-30,BARRIO CORNALIZA EL BAGRE  1,ACTIVO,ACTIVO,PREVENTIVO,ANTIOQUIA,EL BAGRE,REDEBAN,0.18735861276139198,0.94438113418165,Crítico,Crítico,Crítico,5435,81,1,0,804392.3529268671,4293330.0,38.0,37.0,0.858666,0.858666,100.0,"38 días sin compensar | 37 días sin transacciones | consumo cupo 86% | saldo expuesto $4,293,330 | mora operativa 31-60",Bloqueo/validación inmediata + gestión prioritaria,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,71891,2026-04-30,CAJICA CENTRO 1,ACTIVO,ACTIVO,PREVENTIVO,CUNDINAMARCA,CAJICÁ,REDEBAN,0.13794424598583743,0.9196699635587295,Crítico,Bajo,Crítico,5439,82,1,0,797750.2439103496,5783135.34,14.0,10.0,0.9974130198762188,0.9974130198762188,35.0,"consumo cupo 100% | saldo expuesto $5,783,135",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,71673,2026-04-30,ROBERTO PAYAN CALLE TUNES,ACTIVO,ACTIVO,PREVENTIVO,NARIÑO,ROBERTO PAYÁN,REDEBAN,0.104492273245471,0.8906157306890816,Crítico,Bajo,Crítico,5443,83,1,0,782633.4381207826,7489869.0,24.0,2.0,0.9986492,0.9986492,35.0,"consumo cupo 100% | saldo expuesto $7,489,869",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,77205,2026-04-30,BARRIO LOS HOYOS POPAYAN  8,ACTIVO,ACTIVO,PREVENTIVO,CAUCA,POPAYÁN,REDEBAN,0.22199186539832025,0.9553004982691989,Crítico,Bajo,Crítico,5446,84,1,0,776955.5454798122,3499928.0,6.0,6.0,0.9999794285714285,0.9999794285714285,35.0,"consumo cupo 100% | saldo expuesto $3,499,928",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,32052,2026-04-30,BARRIO SUBA ALCAPARROS  BOGOTÁ,ACTIVO,ACTIVO,PREVENTIVO,CUNDINAMARCA,BOGOTÁ,REDEBAN,0.020706708237865672,0.5630713931246683,Bajo,Bajo,Crítico,5451,85,1,0,770144.2474768979,37192983.0,27.0,0.0,0.9536662307692307,0.9536662307692307,35.0,"consumo cupo 95% | saldo expuesto $37,192,983",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,73048,2026-04-30,BARRIO TOLEMAIDA NILO,ACTIVO,ACTIVO,PREVENTIVO,CUNDINAMARCA,NILO,REDEBAN,0.05167960616124503,0.7816624991471536,Medio,Bajo,Crítico,5453,86,1,0,768979.413059361,14879746.0,21.0,2.0,0.9919830666666667,0.9919830666666667,35.0,"consumo cupo 99% | saldo expuesto $14,879,746",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,67273,2026-04-30,BARRIO SAN CARLOS MADRID 2,ACTIVO,ACTIVO,PREVENTIVO,CUNDINAMARCA,MADRID,REDEBAN,0.08157129561428172,0.8584550827781746,Alto,Alto,Crítico,5454,87,1,0,764608.5394404697,9373500.0,58.0,0.0,0.93735,0.93735,65.0,"58 días sin compensar | consumo cupo 94% | saldo expuesto $9,373,500",Contacto el mismo día + seguimiento de compensación,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,14471,2026-04-30,BARRIO NIQUIA TERRANOVA BELLO,ACTIVO,ACTIVO,PREVENTIVO,ANTIOQUIA,BELLO,WOMPI,0.01708428925739072,0.5105283981050792,Bajo,Alto,Crítico,5456,88,1,0,762101.0845920735,44608299.07,30.0,0.0,0.9912955348888889,0.9912955348888889,65.0,"30 días sin compensar | consumo cupo 99% | saldo expuesto $44,608,299",Contacto el mismo día + seguimiento de compensación,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,71775,2026-04-30,LETICIA PUERTO CIVIL,ACTIVO,ACTIVO,PREVENTIVO,AMAZONAS,LETICIA,REDEBAN,0.033381828075781834,0.6863438843631442,Medio,Alto,Crítico,5463,89,1,0,747591.681286079,22395169.0,32.0,0.0,0.9953408444444445,0.9953408444444445,65.0,"32 días sin compensar | consumo cupo 100% | saldo expuesto $22,395,169",Contacto el mismo día + seguimiento de compensación,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,56150,2026-04-30,BARRIO CIUDADELA GRAJALES LA UNION,ACTIVO,ACTIVO,PREVENTIVO,VALLE DEL CAUCA,LA UNIÓN,REDEBAN,0.01896908760079468,0.5392026335546682,Bajo,Bajo,Crítico,5468,90,1,0,738777.7112737652,38946402.0,9.0,1.0,0.9272952857142858,0.9272952857142858,35.0,"consumo cupo 93% | saldo expuesto $38,946,402",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,80772,2026-04-30,BARRIO LA ISABELLA BOGOTA,ACTIVO,ACTIVO,PREVENTIVO,CUNDINAMARCA,BOGOTÁ,REDEBAN,0.10689165557030027,0.8932562665192091,Crítico,Bajo,Crítico,5471,91,1,0,735911.6365220677,6884650.0,14.0,0.0,0.9835214285714285,0.9835214285714285,35.0,"consumo cupo 98% | saldo expuesto $6,884,650",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,70103,2026-04-30,BARRIO INSPECCION EL VIENTO CUMARIBO 1,ACTIVO,ACTIVO,PREVENTIVO,VICHADA,CUMARIBO,REDEBAN,0.059928404186465986,0.809170326241741,Alto,Bajo,Crítico,5475,92,1,0,725502.2503419851,12106150.0,25.0,3.0,0.8070766666666667,0.8070766666666667,25.0,"consumo cupo 81% | saldo expuesto $12,106,150",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,41095,2026-04-30,BARRIO TABLAZO COPACABANA,ACTIVO,ACTIVO,PREVENTIVO,ANTIOQUIA,COPACABANA,REDEBAN,0.024871843885360793,0.6120729993972451,Bajo,Bajo,Crítico,5476,93,1,0,723476.1003143016,29088157.02,24.0,0.0,0.969605234,0.969605234,35.0,"consumo cupo 97% | saldo expuesto $29,088,157",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,74804,2026-04-30,BARRIO PAMPAS DEL MIRADOR CALI,ACTIVO,ACTIVO,PREVENTIVO,VALLE DEL CAUCA,CALI,WOMPI,0.07624195322754408,0.8485604734106134,Alto,Bajo,Crítico,5481,94,1,0,714312.3548935632,9369019.61,17.0,0.0,0.9369019609999999,0.9369019609999999,35.0,"consumo cupo 94% | saldo expuesto $9,369,020",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,68959,2026-04-30,LA CEIBA BARRANQUILLA,ACTIVO,ACTIVO,PREVENTIVO,ATLÁNTICO,BARRANQUILLA,REDEBAN,0.07078880695560452,0.8371144419960742,Alto,Medio,Crítico,5482,95,1,0,710436.466606447,10036000.0,57.0,1.0,0.7168571428571429,0.7168571428571429,55.0,"57 días sin compensar | consumo cupo 72% | saldo expuesto $10,036,000",Monitoreo y recordatorio preventivo,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,63930,2026-04-30,BARRIO LLERAS RESTREPO CUCUTA 6,ACTIVO,ACTIVO,PREVENTIVO,NORTE DE SANTANDER,CÚCUTA,REDEBAN,0.3016971255797246,0.9709652097698186,Crítico,Medio,Crítico,5485,96,1,0,705860.8527085934,2339634.0,108.0,21.0,0.2339634,0.2339634,55.0,"108 días sin compensar | saldo expuesto $2,339,634",Monitoreo y recordatorio preventivo,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,24376,2026-04-30,BARRIO CENTRO III - YOTOCO,ACTIVO,ACTIVO,PREVENTIVO,VALLE DEL CAUCA,YOTOCO,REDEBAN,0.022580211405475115,0.586418988457415,Bajo,Bajo,Crítico,5486,97,1,0,705596.3903233893,31248440.4,1.0,1.0,0.9999500927999999,0.9999500927999999,35.0,"consumo cupo 100% | saldo expuesto $31,248,440",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,72503,2026-04-30,BARRIO 	INDEPENDIEDIA SINCELEJO,ACTIVO,ACTIVO,PREVENTIVO,SUCRE,SINCELEJO,WOMPI,0.07058525271668349,0.8366579373852668,Alto,Alto,Crítico,5487,98,1,0,703950.4084819712,9973052.18,30.0,0.0,0.9973052179999999,0.9973052179999999,65.0,"30 días sin compensar | consumo cupo 100% | saldo expuesto $9,973,052",Contacto el mismo día + seguimiento de compensación,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,61400,2026-04-30,BARRIO PARQUE PRINCIPAL BELLO 1,ACTIVO,ACTIVO,PREVENTIVO,ANTIOQUIA,BELLO,REDEBAN,0.025129418833788643,0.6147773030012492,Bajo,Bajo,Crítico,5489,99,1,0,700575.4785827057,27878698.0,3.0,0.0,0.9956677857142857,0.9956677857142857,35.0,"consumo cupo 100% | saldo expuesto $27,878,698",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,73195,2026-04-30,BARRIO SANTA MARIA BARRANQUILLA  3,ACTIVO,ACTIVO,PREVENTIVO,ATLÁNTICO,BARRANQUILLA,REDEBAN,0.07129102991181031,0.83823123450895,Alto,Bajo,Crítico,5490,100,1,0,699432.7299132753,9810950.0,24.0,0.0,0.981095,0.981095,35.0,"consumo cupo 98% | saldo expuesto $9,810,950",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
2026-05-02,78465,2026-04-30,BARRIO EL PRADO TAMINANGO  2,ACTIVO,ACTIVO,PREVENTIVO,NARIÑO,TAMINANGO,REDEBAN,0.07069867589461784,0.8369125846238266,Alto,Bajo,Crítico,5492,101,1,0,693568.7865494629,9810209.0,11.0,0.0,0.9810209,0.9810209,35.0,"consumo cupo 98% | saldo expuesto $9,810,209",Seguimiento normal,"Gestión preventiva inmediata: validar saldo, contactar CB y evaluar bloqueo preventivo."
